year,player,wins,losses,games_played,saves,hits,strikeouts,wild_pitches,runs_allowed,teams
1982,Rick Rhoden,11,14,35,0,239,128,9,115,['Pittsburgh Pirates']
1982,Rick Sutcliffe,14,8,34,1,174,142,6,81,['Cleveland Indians']
1982,Rick Wise,0,0,1,0,3,0,0,2,['San Diego Padres']
1982,Rollie Fingers,5,6,50,29,63,71,4,23,['Milwaukee Brewers']
1982,Ron Reed,5,5,57,14,85,57,4,30,['Philadelphia Phillies']
1982,Rudy May,6,6,41,3,109,85,2,43,['New York Yankees']
1982,Scott Sanderson,12,12,32,0,212,158,2,98,['Montreal Expos']
1982,Sparky Lyle,3,3,45,3,61,18,2,27,"['Chicago White Sox', 'Philadelphia Phillies']"
1982,Stan Bahnsen,0,1,15,0,21,14,0,8,"['California Angels', 'Philadelphia Phillies']"
1982,Steve Carlton,23,11,38,0,253,286,9,114,['Philadelphia Phillies']
1982,Terry Forster,5,6,56,3,66,52,2,38,['Los Angeles Dodgers']
1982,Tom Burgmeier,7,0,40,2,98,44,1,30,['Boston Red Sox']
1982,Tom Gorman,1,1,8,0,16,13,1,5,"['New York Mets', 'Montreal Expos']"
1982,Tom Seaver,5,13,21,0,136,62,3,75,['Cincinnati Reds']
1982,Tommy John,14,12,37,0,239,68,7,102,"['California Angels', 'New York Yankees']"
1982,Tug McGraw,3,3,34,5,50,25,2,19,['Philadelphia Phillies']
1982,Vida Blue,13,12,31,0,163,103,4,80,['Kansas City Royals']
1982,Woodie Fryman,9,4,60,12,66,46,2,36,['Montreal Expos']
1983,Bert Blyleven,7,10,24,0,160,123,5,74,['Cleveland Indians']
1983,Bob Forsch,10,12,34,0,190,56,4,104,['St. Louis Cardinals']
1983,Bob Gibson,3,4,27,2,71,46,5,40,['Milwaukee Brewers']
1983,Bob McClure,9,9,24,0,152,68,4,75,['Milwaukee Brewers']
1983,Bob Welch,15,12,31,0,164,156,4,73,['Los Angeles Dodgers']
1983,Charlie Hough,15,13,34,0,219,152,6,96,['Texas Rangers']
1983,Danny Darwin,8,13,28,0,175,92,2,86,['Texas Rangers']
1983,Dave Righetti,14,8,31,0,194,169,10,96,['New York Yankees']
1983,Dave Stewart,10,4,54,8,117,78,3,43,"['Los Angeles Dodgers', 'Texas Rangers']"
1983,Dave Stieb,17,12,36,0,223,187,5,105,['Toronto Blue Jays']
1983,Dennis Eckersley,9,13,28,0,223,77,1,119,['Boston Red Sox']
1983,Dennis Lamp,7,7,49,15,123,44,0,52,['Chicago White Sox']
1983,Dennis Martinez,7,16,32,0,209,71,2,108,['Baltimore Orioles']
1983,Don Sutton,8,13,31,0,209,134,2,109,['Milwaukee Brewers']
1983,Doyle Alexander,7,8,25,0,157,63,4,76,"['New York Yankees', 'Toronto Blue Jays']"
1983,Fergie Jenkins,6,9,33,0,176,96,2,89,['Chicago Cubs']
1983,Fernando Valenzuela,15,10,35,0,245,189,12,122,['Los Angeles Dodgers']
1983,Frank Tanana,7,9,29,0,144,108,6,70,['Texas Rangers']
1983,Gaylord Perry,7,14,30,0,214,82,5,108,"['Kansas City Royals', 'Seattle Mariners']"
1983,Gene Garber,4,5,43,9,72,45,2,37,['Atlanta Braves']
1983,Greg Minton,7,11,73,22,117,38,5,51,['San Francisco Giants']
1983,Jack Morris,20,13,37,0,257,232,18,117,['Detroit Tigers']
1983,Jeff Reardon,7,9,66,21,87,78,2,34,['Montreal Expos']
1983,Jerry Koosman,11,7,37,2,176,90,5,96,['Chicago White Sox']
1983,Jerry Reuss,12,11,32,0,233,143,3,94,['Los Angeles Dodgers']
1983,Jesse Orosco,13,7,62,17,76,84,1,27,['New York Mets']
1983,Jim Kaat,0,0,24,0,48,19,0,19,['St. Louis Cardinals']
1983,Jim Palmer,5,4,14,0,86,34,1,42,['Baltimore Orioles']
1983,Jim Slaton,14,6,46,5,112,38,3,57,['Milwaukee Brewers']
1983,Joe Niekro,15,14,38,0,238,152,14,115,['Houston Astros']
1983,John Candelaria,15,8,33,0,191,157,3,73,['Pittsburgh Pirates']
1983,Ken Forsch,11,12,31,0,226,81,6,107,['California Angels']
1983,Kent Tekulve,7,5,76,18,78,52,1,27,['Pittsburgh Pirates']
1983,Larry Andersen,1,0,17,0,19,14,1,7,['Philadelphia Phillies']
1983,Larry Gura,11,18,34,0,220,57,0,119,['Kansas City Royals']
1983,Lee Smith,4,10,66,29,70,91,5,23,['Chicago Cubs']
1983,Mike Flanagan,12,4,20,0,135,50,1,53,['Baltimore Orioles']
1983,Mike Morgan,0,3,16,0,48,22,3,26,['Toronto Blue Jays']
1983,Mike Stanton,2,3,50,7,65,47,1,26,['Seattle Mariners']
1983,Mike Torrez,10,17,39,0,227,94,7,120,['New York Mets']
1983,Milt Wilcox,11,10,26,0,164,101,10,89,['Detroit Tigers']
1983,Nolan Ryan,14,9,29,0,134,183,5,74,['Houston Astros']
1983,Orel Hershiser,0,0,8,1,7,5,1,6,['Los Angeles Dodgers']
1983,Phil Niekro,11,10,34,0,212,128,6,94,['Atlanta Braves']
1983,Rich Gossage,13,5,57,22,82,90,0,27,['New York Yankees']
1983,Rick Honeycutt,16,11,34,0,214,74,1,85,"['Los Angeles Dodgers', 'Texas Rangers']"
1983,Rick Reuschel,1,1,4,0,18,9,0,9,['Chicago Cubs']
1983,Rick Rhoden,13,13,36,1,256,153,6,95,['Pittsburgh Pirates']
1983,Rick Sutcliffe,17,11,36,0,251,160,7,131,['Cleveland Indians']
1983,Ron Reed,9,1,61,8,89,73,2,42,['Philadelphia Phillies']
1983,Rudy May,1,5,15,0,22,16,2,15,['New York Yankees']
1983,Scott Sanderson,6,7,18,1,98,55,0,50,['Montreal Expos']
1983,Steve Carlton,15,16,37,0,277,275,13,117,['Philadelphia Phillies']
1983,Terry Forster,3,2,56,13,60,54,2,19,['Atlanta Braves']
1983,Tom Burgmeier,6,7,49,4,89,39,2,33,['Oakland Athletics']
1983,Tom Candiotti,4,4,10,0,62,21,0,21,['Milwaukee Brewers']
1983,Tom Gorman,1,4,25,0,45,30,2,29,['New York Mets']
1983,Tom Seaver,9,14,34,0,201,135,10,104,['New York Mets']
1983,Tommy John,11,13,34,0,287,65,11,126,['California Angels']
1983,Tug McGraw,2,1,34,0,58,30,0,24,['Philadelphia Phillies']
1983,Vida Blue,0,5,19,0,96,53,6,62,['Kansas City Royals']
1983,Woodie Fryman,0,3,6,0,8,1,0,7,['Montreal Expos']
1984,Bert Blyleven,19,7,33,0,204,170,6,86,['Cleveland Indians']
1984,Bob Forsch,2,5,16,0,64,21,5,38,['St. Louis Cardinals']
1984,Bob Gibson,2,5,18,0,61,54,5,43,['Milwaukee Brewers']
1984,Bob McClure,4,8,39,1,154,68,1,76,['Milwaukee Brewers']
1984,Bob Welch,13,13,31,0,191,126,4,86,['Los Angeles Dodgers']
1984,Bret Saberhagen,10,11,38,1,138,73,7,71,['Kansas City Royals']
1984,Charlie Hough,16,14,36,0,260,164,12,127,['Texas Rangers']
1984,Danny Darwin,8,12,35,0,249,123,3,110,['Texas Rangers']
1984,Dave Righetti,5,6,64,31,79,90,0,29,['New York Yankees']
1984,Dave Stewart,7,14,32,0,193,119,12,106,['Texas Rangers']
1984,Dave Stieb,16,8,35,0,215,198,2,87,['Toronto Blue Jays']
1984,Dennis Eckersley,14,12,33,0,223,114,3,97,"['Boston Red Sox', 'Chicago Cubs']"
1984,Dennis Lamp,8,8,56,9,97,45,2,53,['Toronto Blue Jays']
1984,Dennis Martinez,6,9,34,0,145,77,7,81,['Baltimore Orioles']
1984,Don Sutton,14,12,33,0,224,143,4,103,['Milwaukee Brewers']
1984,Doyle Alexander,17,6,36,0,238,139,2,99,['Toronto Blue Jays']
1984,Dwight Gooden,17,9,31,0,161,276,3,72,['New York Mets']
1984,Fernando Valenzuela,12,17,34,0,218,240,11,109,['Los Angeles Dodgers']
1984,Frank Tanana,15,15,35,0,234,141,12,117,['Texas Rangers']
1984,Gene Garber,3,6,62,11,103,55,1,45,['Atlanta Braves']
1984,Greg Minton,4,9,74,19,130,48,5,60,['San Francisco Giants']
1984,Jack Morris,19,11,35,0,221,148,14,108,['Detroit Tigers']
1984,Jeff Reardon,7,7,68,23,70,79,4,31,['Montreal Expos']
1984,Jerry Koosman,14,15,36,0,232,137,6,95,['Philadelphia Phillies']
1984,Jerry Reuss,5,7,30,1,102,44,4,51,['Los Angeles Dodgers']
1984,Jesse Orosco,10,6,60,31,58,85,1,29,['New York Mets']
1984,Jim Palmer,0,3,5,0,22,4,2,19,['Baltimore Orioles']
1984,Jim Slaton,7,10,32,0,192,67,6,95,['California Angels']
1984,Joe Niekro,16,12,38,0,223,127,12,104,['Houston Astros']
1984,John Candelaria,12,11,33,2,179,133,1,69,['Pittsburgh Pirates']
1984,John Franco,6,2,54,4,74,55,2,28,['Cincinnati Reds']
1984,Ken Forsch,1,1,2,0,14,10,0,4,['California Angels']
1984,Kent Tekulve,3,9,72,13,86,36,0,30,['Pittsburgh Pirates']
1984,Larry Andersen,3,7,64,4,85,54,2,32,['Philadelphia Phillies']
1984,Larry Gura,12,9,31,0,175,68,0,102,['Kansas City Royals']
1984,Lee Smith,9,7,69,33,98,86,6,42,['Chicago Cubs']
1984,Mark Langston,17,10,35,0,188,204,4,99,['Seattle Mariners']
1984,Mike Flanagan,13,13,34,0,213,115,8,103,['Baltimore Orioles']
1984,Mike Stanton,4,4,54,8,55,55,3,28,['Seattle Mariners']
1984,Mike Torrez,1,5,11,0,64,18,2,32,"['Oakland Athletics', 'New York Mets']"
1984,Milt Wilcox,17,8,33,0,183,119,3,99,['Detroit Tigers']
1984,Nolan Ryan,12,11,30,0,143,197,6,78,['Houston Astros']
1984,Orel Hershiser,11,8,45,2,160,150,8,65,['Los Angeles Dodgers']
1984,Phil Niekro,16,8,32,0,219,136,2,85,['New York Yankees']
1984,Rich Gossage,10,6,62,25,75,84,2,34,['San Diego Padres']
1984,Rick Honeycutt,10,9,29,0,180,75,1,72,['Los Angeles Dodgers']
1984,Rick Reuschel,5,5,19,0,123,43,2,57,['Chicago Cubs']
1984,Rick Rhoden,14,9,33,0,216,136,10,81,['Pittsburgh Pirates']
1984,Rick Sutcliffe,20,6,35,0,234,213,6,113,"['Cleveland Indians', 'Chicago Cubs']"
1984,Roger Clemens,9,4,21,0,146,126,4,67,['Boston Red Sox']
1984,Rollie Fingers,1,2,33,23,38,40,2,13,['Milwaukee Brewers']
1984,Ron Reed,0,6,51,12,67,57,3,29,['Chicago White Sox']
1984,Scott Sanderson,8,5,24,0,140,76,3,54,['Chicago Cubs']
1984,Steve Carlton,13,7,33,0,214,163,11,104,['Philadelphia Phillies']
1984,Terry Forster,2,0,25,5,30,10,2,9,['Atlanta Braves']
1984,Tom Burgmeier,3,0,17,2,15,8,1,6,['Oakland Athletics']
1984,Tom Candiotti,2,2,8,0,38,23,1,21,['Milwaukee Brewers']
1984,Tom Gorman,6,0,36,0,51,40,2,20,['New York Mets']
1984,Tom Seaver,15,11,34,0,216,131,5,108,['Chicago White Sox']
1984,Tommy John,7,13,32,0,223,47,11,97,['California Angels']
1984,Tug McGraw,2,0,25,0,36,26,1,17,['Philadelphia Phillies']
1985,Bert Blyleven,17,16,37,0,264,206,4,121,"['Minnesota Twins', 'Cleveland Indians']"
1985,Bill Swift,6,10,23,0,131,55,5,71,['Seattle Mariners']
1985,Bob Forsch,9,6,34,2,132,48,4,63,['St. Louis Cardinals']
1985,Bob Gibson,6,7,41,11,86,53,4,44,['Milwaukee Brewers']
1985,Bob McClure,4,1,38,3,91,57,5,43,['Milwaukee Brewers']
1985,Bob Welch,14,4,23,0,141,96,7,49,['Los Angeles Dodgers']
1985,Bret Saberhagen,20,6,32,0,211,158,1,79,['Kansas City Royals']
1985,Charlie Hough,14,16,34,0,198,141,11,102,['Texas Rangers']
1985,Danny Darwin,8,18,39,2,212,125,6,112,['Milwaukee Brewers']
1985,Dave Righetti,12,7,74,29,96,92,7,36,['New York Yankees']
1985,Dave Stewart,0,6,46,4,91,66,7,57,"['Philadelphia Phillies', 'Texas Rangers']"
1985,Dave Stieb,14,13,36,0,206,167,4,89,['Toronto Blue Jays']
1985,Dennis Eckersley,11,7,25,0,145,117,0,61,['Chicago Cubs']
1985,Dennis Lamp,11,0,53,2,96,68,5,42,['Toronto Blue Jays']
1985,Dennis Martinez,13,11,33,0,203,68,4,110,['Baltimore Orioles']
1985,Don Sutton,15,10,34,0,221,107,6,101,"['Oakland Athletics', 'California Angels']"
1985,Doyle Alexander,17,10,36,0,268,142,9,105,['Toronto Blue Jays']
1985,Dwight Gooden,24,4,35,0,198,268,6,51,['New York Mets']
1985,Fernando Valenzuela,17,10,35,0,211,208,10,92,['Los Angeles Dodgers']
1985,Frank Tanana,12,14,33,0,220,159,5,112,"['Detroit Tigers', 'Texas Rangers']"
1985,Gene Garber,6,6,59,1,98,66,1,41,['Atlanta Braves']
1985,Greg Minton,5,4,68,4,98,37,2,42,['San Francisco Giants']
1985,Jack Morris,16,11,35,0,212,191,15,102,['Detroit Tigers']
1985,Jeff Reardon,2,8,63,41,68,67,2,31,['Montreal Expos']
1985,Jerry Koosman,6,4,19,0,107,60,2,56,['Philadelphia Phillies']
1985,Jerry Reuss,14,10,34,0,210,84,5,78,['Los Angeles Dodgers']
1985,Jesse Orosco,8,6,54,17,66,68,4,26,['New York Mets']
1985,Jim Slaton,6,10,29,1,162,60,8,82,['California Angels']
1985,Joe Niekro,11,13,35,0,211,121,21,108,"['New York Yankees', 'Houston Astros']"
1985,John Candelaria,9,7,50,9,127,100,2,56,"['California Angels', 'Pittsburgh Pirates']"
1985,John Franco,12,3,67,12,83,61,4,27,['Cincinnati Reds']
1985,Kent Tekulve,4,10,61,14,74,40,0,35,"['Pittsburgh Pirates', 'Philadelphia Phillies']"
1985,Larry Andersen,3,3,57,3,78,50,1,41,['Philadelphia Phillies']
1985,Larry Gura,0,3,8,1,41,9,1,25,"['Kansas City Royals', 'Chicago Cubs']"
1985,Lee Smith,7,4,65,33,87,112,4,35,['Chicago Cubs']
1985,Mark Langston,7,14,24,0,122,72,3,85,['Seattle Mariners']
1985,Mike Flanagan,4,5,15,0,101,42,3,49,['Baltimore Orioles']
1985,Mike Morgan,1,1,2,0,11,2,1,8,['Seattle Mariners']
1985,Mike Stanton,1,3,35,1,47,29,3,34,"['Chicago White Sox', 'Seattle Mariners']"
1985,Milt Wilcox,1,3,8,0,51,20,2,24,['Detroit Tigers']
1985,Nolan Ryan,10,12,35,0,205,209,14,108,['Houston Astros']
1985,Orel Hershiser,19,3,36,0,179,157,5,72,['Los Angeles Dodgers']
1985,Phil Niekro,16,12,33,0,203,149,5,110,['New York Yankees']
1985,Rich Gossage,5,3,50,26,64,52,0,21,['San Diego Padres']
1985,Rick Aguilera,10,7,21,0,118,74,5,49,['New York Mets']
1985,Rick Honeycutt,8,12,31,1,141,67,2,71,['Los Angeles Dodgers']
1985,Rick Reuschel,14,8,31,1,153,138,4,58,['Pittsburgh Pirates']
1985,Rick Rhoden,10,15,35,0,254,128,8,119,['Pittsburgh Pirates']
1985,Rick Sutcliffe,8,8,20,0,119,102,6,51,['Chicago Cubs']
1985,Roger Clemens,7,5,15,0,83,74,1,38,['Boston Red Sox']
1985,Rollie Fingers,1,6,47,17,59,24,1,33,['Milwaukee Brewers']
1985,Scott Sanderson,5,6,19,0,100,80,1,49,['Chicago Cubs']
1985,Steve Carlton,1,8,16,0,84,48,3,43,['Philadelphia Phillies']
1985,Terry Forster,2,3,46,1,49,37,1,22,['Atlanta Braves']
1985,Tom Gorman,4,4,34,0,56,32,2,32,['New York Mets']
1985,Tom Seaver,16,11,35,0,223,134,10,103,['Chicago White Sox']
1985,Tommy John,4,10,23,0,117,25,7,59,"['California Angels', 'Oakland Athletics']"
1985,Vida Blue,8,8,33,0,115,103,8,70,['San Francisco Giants']
1986,Bert Blyleven,17,14,36,0,262,215,4,134,['Minnesota Twins']
1986,Bill Swift,2,9,29,0,148,55,2,85,['Seattle Mariners']
1986,Bob Forsch,14,10,33,0,211,104,7,91,['St. Louis Cardinals']
1986,Bob Gibson,1,2,11,0,23,11,3,18,['Milwaukee Brewers']
1986,Bob McClure,4,6,65,6,71,53,1,29,"['Montreal Expos', 'Milwaukee Brewers']"
1986,Bob Welch,7,13,33,0,227,183,2,95,['Los Angeles Dodgers']
1986,Bobby Witt,11,9,31,0,130,174,22,104,['Texas Rangers']
1986,Bret Saberhagen,7,12,30,0,165,112,1,77,['Kansas City Royals']
1986,Charlie Hough,17,10,33,0,188,146,16,115,['Texas Rangers']
1986,Chuck Finley,3,1,25,0,40,37,2,17,['California Angels']
1986,Dan Plesac,10,7,51,14,81,75,4,34,['Milwaukee Brewers']
1986,Danny Darwin,11,10,39,0,170,120,7,81,"['Houston Astros', 'Milwaukee Brewers']"
1986,Dave Righetti,8,8,74,46,88,83,1,31,['New York Yankees']
1986,Dave Stewart,9,5,37,0,152,111,10,76,"['Oakland Athletics', 'Philadelphia Phillies']"
1986,Dave Stieb,7,12,37,1,239,127,7,128,['Toronto Blue Jays']
1986,David Cone,0,0,11,0,29,21,3,14,['Kansas City Royals']
1986,Dennis Eckersley,6,11,33,0,226,137,2,109,['Chicago Cubs']
1986,Dennis Lamp,2,6,40,2,93,30,2,50,['Toronto Blue Jays']
1986,Dennis Martinez,3,6,23,0,114,65,3,57,"['Baltimore Orioles', 'Montreal Expos']"
1986,Don Sutton,15,11,34,0,192,116,4,93,['California Angels']
1986,Doug Jones,1,0,11,1,18,12,0,5,['Cleveland Indians']
1986,Doyle Alexander,11,10,34,0,255,139,2,114,"['Toronto Blue Jays', 'Atlanta Braves']"
1986,Dwight Gooden,17,6,33,0,197,200,4,92,['New York Mets']
1986,Fernando Valenzuela,21,11,34,0,226,242,13,104,['Los Angeles Dodgers']
1986,Frank Tanana,12,9,32,0,196,119,7,95,['Detroit Tigers']
1986,Gene Garber,5,5,61,24,76,56,4,23,['Atlanta Braves']
1986,Greg Maddux,2,4,6,0,44,20,2,20,['Chicago Cubs']
1986,Greg Minton,4,4,48,5,63,34,3,35,['San Francisco Giants']
1986,Greg Swindell,5,2,9,0,57,46,3,35,['Cleveland Indians']
1986,Jack Morris,21,8,35,0,229,223,12,105,['Detroit Tigers']
1986,Jamie Moyer,7,4,16,0,107,45,3,52,['Chicago Cubs']
1986,Jeff Reardon,7,9,62,35,83,67,0,42,['Montreal Expos']
1986,Jerry Reuss,2,6,19,1,96,29,2,57,['Los Angeles Dodgers']
1986,Jesse Orosco,8,6,58,21,64,62,2,23,['New York Mets']
1986,Jim Slaton,4,6,36,2,130,43,2,70,"['Detroit Tigers', 'California Angels']"
1986,Joe Niekro,9,10,25,0,139,59,10,84,['New York Yankees']
1986,John Candelaria,10,2,16,0,68,81,2,30,['California Angels']
1986,John Franco,6,6,74,29,90,84,4,40,['Cincinnati Reds']
1986,Ken Forsch,0,1,10,1,24,13,0,21,['California Angels']
1986,Kent Tekulve,11,5,73,4,99,57,3,35,['Philadelphia Phillies']
1986,Kevin Brown,1,0,1,0,6,4,0,2,['Texas Rangers']
1986,Larry Andersen,2,1,48,1,83,42,1,30,"['Houston Astros', 'Philadelphia Phillies']"
1986,Lee Smith,9,9,66,31,69,93,2,32,['Chicago Cubs']
1986,Mark Langston,12,14,37,0,234,245,10,142,['Seattle Mariners']
1986,Michael Jackson,0,0,9,0,12,3,0,5,['Philadelphia Phillies']
1986,Mike Flanagan,7,11,29,0,179,96,8,95,['Baltimore Orioles']
1986,Mike Morgan,11,17,37,1,243,116,8,122,['Seattle Mariners']
1986,Milt Wilcox,0,8,13,0,74,26,0,38,['Seattle Mariners']
1986,Nolan Ryan,12,8,30,0,119,194,15,72,['Houston Astros']
1986,Orel Hershiser,14,14,35,0,213,153,12,112,['Los Angeles Dodgers']
1986,Phil Niekro,11,11,34,0,241,81,9,126,['Cleveland Indians']
1986,Rich Gossage,5,7,45,21,69,63,4,36,['San Diego Padres']
1986,Rick Aguilera,10,7,28,0,145,104,5,70,['New York Mets']
1986,Rick Honeycutt,11,9,32,0,164,100,4,71,['Los Angeles Dodgers']
1986,Rick Reuschel,9,16,35,0,232,125,6,106,['Pittsburgh Pirates']
1986,Rick Rhoden,15,12,34,0,211,159,6,82,['Pittsburgh Pirates']
1986,Rick Sutcliffe,5,14,28,0,166,122,13,92,['Chicago Cubs']
1986,Roger Clemens,24,4,33,0,179,238,11,77,['Boston Red Sox']
1986,Scott Sanderson,9,11,37,1,165,124,3,85,['Chicago Cubs']
1986,Steve Carlton,9,14,32,0,196,120,7,120,"['Chicago White Sox', 'San Francisco Giants', 'Philadelphia Phillies']"
1986,Terry Forster,4,1,41,5,47,28,0,18,['California Angels']
1986,Terry Mulholland,1,7,15,0,51,27,6,33,['San Francisco Giants']
1986,Tom Candiotti,16,12,36,0,234,167,12,112,['Cleveland Indians']
1986,Tom Gorman,0,1,8,0,21,8,4,10,['Philadelphia Phillies']
1986,Tom Seaver,7,13,28,0,180,103,4,83,"['Chicago White Sox', 'Boston Red Sox']"
1986,Tommy John,5,3,13,0,73,28,2,27,['New York Yankees']
1986,Vida Blue,10,10,28,0,137,100,5,65,['San Francisco Giants']
1987,Al Leiter,2,2,4,0,24,28,4,16,['New York Yankees']
1987,Bert Blyleven,15,12,37,0,249,196,13,132,['Minnesota Twins']
1987,Bob Forsch,11,7,33,0,189,89,2,90,['St. Louis Cardinals']
1987,Bob Gibson,0,0,1,0,0,2,0,0,['New York Mets']
1987,Bob McClure,6,1,52,5,47,33,0,30,['Montreal Expos']
1987,Bob Welch,15,9,35,0,204,196,4,94,['Los Angeles Dodgers']
1987,Bobby Witt,8,10,26,0,114,160,7,82,['Texas Rangers']
1987,Bret Saberhagen,18,10,33,0,246,163,6,99,['Kansas City Royals']
1987,Charlie Hough,18,13,40,0,238,223,12,159,['Texas Rangers']
1987,Chuck Finley,2,7,35,0,102,63,4,54,['California Angels']
1987,Dan Plesac,5,6,57,23,63,89,6,30,['Milwaukee Brewers']
1987,Danny Darwin,9,10,33,0,184,134,3,87,['Houston Astros']
1987,Dave Righetti,8,6,60,31,95,77,1,45,['New York Yankees']
1987,Dave Stewart,20,13,37,0,224,205,11,121,['Oakland Athletics']
1987,Dave Stieb,13,9,33,0,164,115,4,92,['Toronto Blue Jays']
1987,David Cone,5,6,21,1,87,68,2,46,['New York Mets']
1987,David Wells,4,3,18,1,37,32,4,14,['Toronto Blue Jays']
1987,Dennis Eckersley,6,8,54,16,99,113,1,41,['Oakland Athletics']
1987,Dennis Lamp,1,3,36,0,76,36,4,38,['Oakland Athletics']
1987,Dennis Martinez,11,4,22,0,133,84,4,59,['Montreal Expos']
1987,Don Sutton,11,11,35,0,199,99,7,101,['California Angels']
1987,Doug Jones,6,5,49,8,101,87,0,45,['Cleveland Indians']
1987,Doyle Alexander,14,10,27,0,178,108,3,73,"['Detroit Tigers', 'Atlanta Braves']"
1987,Dwight Gooden,15,7,25,0,162,148,1,68,['New York Mets']
1987,Fernando Valenzuela,14,14,34,0,254,190,14,120,['Los Angeles Dodgers']
1987,Frank Tanana,15,10,34,0,216,146,6,106,['Detroit Tigers']
1987,Gene Garber,8,10,62,18,100,51,4,44,"['Kansas City Royals', 'Atlanta Braves']"
1987,Greg Maddux,6,14,30,0,181,101,4,111,['Chicago Cubs']
1987,Greg Minton,6,4,56,11,101,44,3,37,"['California Angels', 'San Francisco Giants']"
1987,Greg Swindell,3,8,16,0,112,97,0,62,['Cleveland Indians']
1987,Jack Morris,18,11,34,0,227,208,24,111,['Detroit Tigers']
1987,Jamie Moyer,12,15,35,0,210,147,11,127,['Chicago Cubs']
1987,Jeff Reardon,8,8,63,31,70,83,2,41,['Minnesota Twins']
1987,Jerry Reuss,4,10,25,0,166,49,4,92,"['Los Angeles Dodgers', 'California Angels', 'Cincinnati Reds']"
1987,Jesse Orosco,3,9,58,16,78,78,2,41,['New York Mets']
1987,Joe Niekro,7,13,27,0,155,84,13,101,"['New York Yankees', 'Minnesota Twins']"
1987,John Candelaria,10,6,23,0,144,84,0,78,"['California Angels', 'New York Mets']"
1987,John Franco,8,5,68,32,76,61,1,26,['Cincinnati Reds']
1987,Jose Mesa,1,3,6,0,38,17,4,23,['Baltimore Orioles']
1987,Kent Tekulve,6,4,90,3,96,60,2,38,['Philadelphia Phillies']
1987,Larry Andersen,9,5,67,5,95,94,1,46,['Houston Astros']
1987,Lee Smith,4,10,62,36,84,96,4,30,['Chicago Cubs']
1987,Mark Langston,19,13,35,0,242,262,9,132,['Seattle Mariners']
1987,Michael Jackson,3,10,55,1,88,93,6,55,['Philadelphia Phillies']
1987,Mike Flanagan,6,8,23,0,148,93,3,72,"['Baltimore Orioles', 'Toronto Blue Jays']"
1987,Mike Morgan,12,17,34,0,245,85,11,117,['Seattle Mariners']
1987,Nolan Ryan,8,16,34,0,154,270,10,75,['Houston Astros']
1987,Orel Hershiser,16,16,37,1,247,190,11,105,['Los Angeles Dodgers']
1987,Phil Niekro,7,13,26,0,163,64,10,99,"['Toronto Blue Jays', 'Cleveland Indians', 'Atlanta Braves']"
1987,Rich Gossage,5,4,40,11,47,44,2,18,['San Diego Padres']
1987,Rick Aguilera,11,3,18,0,124,77,9,53,['New York Mets']
1987,Rick Honeycutt,3,16,34,0,158,102,5,91,"['Los Angeles Dodgers', 'Oakland Athletics']"
1987,Rick Reuschel,13,9,34,0,207,107,7,91,"['Pittsburgh Pirates', 'San Francisco Giants']"
1987,Rick Rhoden,16,10,30,0,184,107,9,84,['New York Yankees']
1987,Rick Sutcliffe,18,10,34,0,223,174,9,106,['Chicago Cubs']
1987,Roger Clemens,20,9,36,0,248,256,4,100,['Boston Red Sox']
1987,Scott Sanderson,8,9,32,2,156,106,1,72,['Chicago Cubs']
1987,Steve Carlton,6,14,32,1,165,91,7,111,"['Minnesota Twins', 'Cleveland Indians']"
1987,Tom Candiotti,7,18,32,0,193,111,13,132,['Cleveland Indians']
1987,Tom Glavine,2,4,9,0,55,20,1,34,['Atlanta Braves']
1987,Tom Gorman,0,0,6,0,11,8,0,5,['San Diego Padres']
1987,Tommy John,13,6,33,0,212,63,9,95,['New York Yankees']
1988,Al Leiter,4,4,14,0,49,60,1,27,['New York Yankees']
1988,Bert Blyleven,10,17,33,0,240,145,5,128,['Minnesota Twins']
1988,Bill Swift,8,12,38,0,199,47,6,99,['Seattle Mariners']
1988,Bob Forsch,10,8,36,0,153,54,3,73,"['Houston Astros', 'St. Louis Cardinals']"
1988,Bob McClure,2,3,33,3,35,19,1,18,"['New York Mets', 'Montreal Expos']"
1988,Bob Welch,17,9,36,0,237,158,3,107,['Oakland Athletics']
1988,Bobby Witt,8,10,22,0,134,148,16,83,['Texas Rangers']
1988,Bret Saberhagen,14,16,35,0,271,171,9,122,['Kansas City Royals']
1988,Charlie Hough,15,16,34,0,202,174,10,111,['Texas Rangers']
1988,Chuck Finley,9,15,31,0,191,111,5,95,['California Angels']
1988,Curt Schilling,0,3,4,0,22,4,2,19,['Baltimore Orioles']
1988,Dan Plesac,1,2,50,30,46,52,4,14,['Milwaukee Brewers']
1988,Danny Darwin,8,13,44,3,189,129,1,86,['Houston Astros']
1988,Dave Righetti,5,4,60,25,86,70,2,35,['New York Yankees']
1988,Dave Stewart,21,12,37,0,240,192,14,111,['Oakland Athletics']
1988,Dave Stieb,16,8,32,0,157,147,4,76,['Toronto Blue Jays']
1988,David Cone,20,3,35,0,178,213,10,67,['New York Mets']
1988,David Wells,3,5,41,4,65,56,6,36,['Toronto Blue Jays']
1988,Dennis Eckersley,4,2,60,45,52,70,0,20,['Oakland Athletics']
1988,Dennis Lamp,7,6,46,0,92,49,5,39,['Boston Red Sox']
1988,Dennis Martinez,15,13,34,0,215,120,5,94,['Montreal Expos']
