year,player,games_played,at_bats,runs,hits,doubles,triples,homeruns,strikeouts,teams
1922,Sad Sam Jones,45,87,14,23,9,0,1,28,['New York Yankees']
1922,Sam Rice,154,633,91,187,37,13,6,13,['Washington Senators']
1922,Shano Collins,135,472,33,128,24,7,1,30,['Boston Red Sox']
1922,Steve O'Neill,133,392,33,122,27,4,2,25,['Cleveland Indians']
1922,Stuffy McInnis,142,537,58,164,28,7,1,5,['Cleveland Indians']
1922,Syl Johnson,29,36,5,8,0,1,0,10,['Detroit Tigers']
1922,Tom Zachary,32,71,4,21,2,1,1,20,['Washington Senators']
1922,Tris Speaker,131,426,85,161,48,8,11,11,['Cleveland Indians']
1922,Ty Cobb,137,526,99,211,42,16,4,24,['Detroit Tigers']
1922,Val Picinich,76,210,16,48,12,2,0,33,['Washington Senators']
1922,Waite Hoyt,37,92,4,20,2,2,0,12,['New York Yankees']
1922,Wally Schang,124,408,46,130,21,7,1,36,['New York Yankees']
1922,Walter Johnson,43,108,8,22,3,0,1,12,['Washington Senators']
1922,Zack Taylor,7,14,0,3,0,0,0,1,['Brooklyn Robins']
1922,Zack Wheat,152,600,92,201,29,12,16,22,['Brooklyn Robins']
1923,Amos Strunk,54,54,7,17,0,0,0,5,['Chicago White Sox']
1923,Babe Adams,26,55,5,15,5,1,0,13,['Pittsburgh Pirates']
1923,Babe Ruth,152,522,151,205,45,13,41,93,['New York Yankees']
1923,Bill Doak,30,67,0,3,0,0,0,27,['St. Louis Cardinals']
1923,Bing Miller,123,458,68,137,25,4,12,34,['Philadelphia Athletics']
1923,Bob Jones,100,372,51,93,15,4,1,13,['Detroit Tigers']
1923,Bob O'Farrell,131,452,73,144,25,4,12,38,['Chicago Cubs']
1923,Bob Smith,115,375,30,94,16,3,0,35,['Boston Braves']
1923,Bullet Joe Bush,38,113,12,31,5,3,2,8,['New York Yankees']
1923,Burleigh Grimes,40,126,15,30,3,1,0,15,['Brooklyn Robins']
1923,Charlie Grimm,152,563,78,194,29,13,7,43,['Pittsburgh Pirates']
1923,Charlie Jamieson,152,644,130,222,36,12,2,37,['Cleveland Indians']
1923,Charlie Root,27,13,1,1,0,0,0,5,['St. Louis Browns']
1923,Clarence Mitchell,53,78,10,21,3,2,1,11,['Philadelphia Phillies']
1923,Cliff Lee,107,355,54,114,20,4,11,39,['Philadelphia Phillies']
1923,Cy Perkins,143,500,53,135,34,5,2,30,['Philadelphia Athletics']
1923,Cy Williams,136,535,98,157,22,3,41,57,['Philadelphia Phillies']
1923,Dave Bancroft,107,444,80,135,33,3,1,23,['New York Giants']
1923,Dazzy Vance,37,83,5,7,0,1,1,28,['Brooklyn Robins']
1923,Dolf Luque,43,104,8,21,2,1,1,12,['Cincinnati Reds']
1923,Donie Bush,10,22,6,9,0,0,0,1,['Washington Senators']
1923,Earl Smith,96,225,24,62,16,2,4,11,"['New York Giants', 'Boston Braves']"
1923,Earl Whitehill,8,11,2,4,0,0,0,3,['Detroit Tigers']
1923,Edd Roush,138,527,88,185,41,18,6,16,['Cincinnati Reds']
1923,Eddie Collins,145,505,89,182,22,5,5,8,['Chicago White Sox']
1923,Elmer Smith,70,183,30,56,6,2,7,21,['New York Yankees']
1923,Eppa Rixey,42,107,7,17,1,0,0,9,['Cincinnati Reds']
1923,Ernie Johnson,31,91,11,27,3,1,1,6,"['Chicago White Sox', 'New York Yankees']"
1923,Frank Snyder,120,402,37,103,13,6,5,29,['New York Giants']
1923,Frankie Frisch,151,641,116,223,32,10,12,12,['New York Giants']
1923,Gabby Hartnett,85,231,28,62,12,2,8,22,['Chicago Cubs']
1923,George Burns,300,1165,190,349,74,18,10,79,"['Boston Red Sox', 'Cincinnati Reds']"
1923,George Kelly,145,560,82,172,23,5,16,64,['New York Giants']
1923,George Smith,25,26,3,5,0,0,0,12,['Brooklyn Robins']
1923,George Uhle,58,144,23,52,10,3,0,10,['Cleveland Indians']
1923,Glenn Myatt,92,220,36,63,7,6,3,18,['Cleveland Indians']
1923,Goose Goslin,150,600,86,180,29,18,9,53,['Washington Senators']
1923,Guy Bush,1,0,0,0,0,0,0,0,['Chicago Cubs']
1923,Hank Gowdy,76,170,18,46,7,4,1,14,"['New York Giants', 'Boston Braves']"
1923,Harry Heilmann,144,524,121,211,44,11,18,40,['Detroit Tigers']
1923,Harry Hooper,145,576,87,166,32,4,10,22,['Chicago White Sox']
1923,Heinie Groh,123,465,91,135,22,5,4,22,['New York Giants']
1923,Heinie Manush,109,308,59,103,20,5,4,21,['Detroit Tigers']
1923,Herb Pennock,35,83,11,16,3,0,0,8,['New York Yankees']
1923,Ivey Wingo,61,171,10,45,9,2,1,11,['Cincinnati Reds']
1923,Jack Quinn,42,80,4,18,3,1,0,20,['Boston Red Sox']
1923,Jack Smith,124,407,98,126,16,6,5,20,['St. Louis Cardinals']
1923,Jesse Haines,37,99,8,20,1,0,0,20,['St. Louis Cardinals']
1923,Jim Bagby,21,20,3,1,0,0,0,1,['Pittsburgh Pirates']
1923,Jim Bottomley,134,523,79,194,34,14,8,44,['St. Louis Cardinals']
1923,Jimmie Wilson,85,252,27,66,9,0,1,17,['Philadelphia Phillies']
1923,Jimmy Austin,1,0,0,0,0,0,0,0,['St. Louis Browns']
1923,Jimmy Dykes,124,416,50,105,28,1,4,40,['Philadelphia Athletics']
1923,Joe Judge,113,405,56,127,24,6,2,20,['Washington Senators']
1923,Joe Schultz,2,7,0,2,0,0,0,0,['St. Louis Cardinals']
1923,Johnny Cooney,42,66,7,25,1,0,0,2,['Boston Braves']
1923,Ken Williams,147,555,106,198,37,12,29,32,['St. Louis Browns']
1923,Kiki Cuyler,11,40,4,10,1,1,0,3,['Pittsburgh Pirates']
1923,Larry Gardner,52,79,4,20,5,1,0,7,['Cleveland Indians']
1923,Les Mann,46,90,21,33,5,2,5,5,"['Cincinnati Reds', 'St. Louis Cardinals']"
1923,Lou Gehrig,13,26,6,11,4,1,1,5,['New York Yankees']
1923,Luke Sewell,10,10,2,2,0,1,0,0,['Cleveland Indians']
1923,Max Carey,153,610,120,188,32,19,6,28,['Pittsburgh Pirates']
1923,Muddy Ruel,136,449,63,142,24,3,0,21,['Washington Senators']
1923,Ossie Bluege,109,379,48,93,15,7,2,53,['Washington Senators']
1923,Pete Alexander,39,111,10,24,3,1,1,11,['Chicago Cubs']
1923,Pie Traynor,153,616,108,208,19,19,12,19,['Pittsburgh Pirates']
1923,Rabbit Maranville,141,581,78,161,19,9,1,34,['Pittsburgh Pirates']
1923,Ray Schalk,123,382,42,87,12,2,1,28,['Chicago White Sox']
1923,Red Faber,33,69,7,15,3,0,1,28,['Chicago White Sox']
1923,Red Lucas,3,2,0,0,0,0,0,1,['New York Giants']
1923,Roger Peckinpaugh,154,568,73,150,18,4,2,30,['Washington Senators']
1923,Rogers Hornsby,107,424,89,163,32,10,17,29,['St. Louis Cardinals']
1923,Rube Bressler,54,119,25,33,3,1,0,4,['Cincinnati Reds']
1923,Rube Marquard,38,86,4,12,0,0,0,17,['Boston Braves']
1923,Sad Sam Jones,39,85,13,19,3,0,0,28,['New York Yankees']
1923,Sam Rice,148,595,117,188,35,18,3,12,['Washington Senators']
1923,Shano Collins,97,342,41,79,10,5,0,29,['Boston Red Sox']
1923,Steve O'Neill,113,330,31,82,12,0,0,34,['Cleveland Indians']
1923,Stuffy McInnis,154,607,70,191,23,9,2,12,['Boston Braves']
1923,Syl Johnson,37,62,6,10,1,2,1,19,['Detroit Tigers']
1923,Ted Lyons,9,5,0,1,0,0,0,3,['Chicago White Sox']
1923,Tom Zachary,35,78,6,15,1,2,0,23,['Washington Senators']
1923,Tris Speaker,150,574,133,218,59,11,17,15,['Cleveland Indians']
1923,Ty Cobb,145,556,103,189,40,7,6,14,['Detroit Tigers']
1923,Val Picinich,87,268,33,74,21,1,2,32,['Boston Red Sox']
1923,Waite Hoyt,37,84,7,16,0,1,0,15,['New York Yankees']
1923,Wally Schang,84,272,39,75,8,2,2,17,['New York Yankees']
1923,Walter Johnson,42,93,11,18,3,3,0,15,['Washington Senators']
1923,Zack Taylor,96,337,29,97,11,6,0,13,['Brooklyn Robins']
1923,Zack Wheat,98,349,63,131,13,5,8,12,['Brooklyn Robins']
1924,Al Simmons,152,594,69,183,31,9,8,60,['Philadelphia Athletics']
1924,Amos Strunk,31,43,5,6,0,0,0,4,"['Chicago White Sox', 'Philadelphia Athletics']"
1924,Babe Adams,9,11,1,2,1,0,0,1,['Pittsburgh Pirates']
1924,Babe Ruth,153,529,143,200,39,7,46,81,['New York Yankees']
1924,Bill Doak,32,61,3,11,0,1,1,18,"['Brooklyn Robins', 'St. Louis Cardinals']"
1924,Bing Miller,113,398,62,136,22,4,6,24,['Philadelphia Athletics']
1924,Bob Jones,110,393,52,107,27,4,0,20,['Detroit Tigers']
1924,Bob O'Farrell,71,183,25,44,6,2,3,13,['Chicago Cubs']
1924,Bob Smith,106,347,32,79,12,3,2,26,['Boston Braves']
1924,Bullet Joe Bush,60,124,13,42,9,3,1,6,['New York Yankees']
1924,Burleigh Grimes,40,124,11,37,3,0,0,13,['Brooklyn Robins']
1924,Charlie Gehringer,5,13,2,6,0,0,0,2,['Detroit Tigers']
1924,Charlie Grimm,151,542,53,156,25,12,2,22,['Pittsburgh Pirates']
1924,Charlie Jamieson,143,594,98,213,34,8,3,15,['Cleveland Indians']
1924,Clarence Mitchell,69,102,7,26,3,0,0,7,['Philadelphia Phillies']
1924,Cliff Lee,27,62,5,16,4,2,1,7,"['Cincinnati Reds', 'Philadelphia Phillies']"
1924,Cy Perkins,128,392,31,95,19,4,0,20,['Philadelphia Athletics']
1924,Cy Williams,148,558,101,183,31,11,24,49,['Philadelphia Phillies']
1924,Dave Bancroft,79,319,49,89,11,1,2,24,['Boston Braves']
1924,Dazzy Vance,35,106,7,16,0,0,2,29,['Brooklyn Robins']
1924,Dolf Luque,33,73,7,13,1,0,1,8,['Cincinnati Reds']
1924,Dutch Leonard,9,19,2,4,0,0,0,4,['Detroit Tigers']
1924,Earl Smith,72,170,13,57,13,1,4,7,"['Pittsburgh Pirates', 'Boston Braves']"
1924,Earl Whitehill,37,89,11,19,1,1,0,18,['Detroit Tigers']
1924,Edd Roush,121,483,67,168,23,21,3,11,['Cincinnati Reds']
1924,Eddie Collins,152,556,108,194,27,7,6,16,['Chicago White Sox']
1924,Eppa Rixey,35,84,10,18,4,0,1,11,['Cincinnati Reds']
1924,Ernie Johnson,64,119,24,42,4,8,3,7,['New York Yankees']
1924,Frank Snyder,118,354,37,107,18,3,5,43,['New York Giants']
1924,Frankie Frisch,145,603,121,198,33,15,7,24,['New York Giants']
1924,Gabby Hartnett,111,354,56,106,17,7,16,37,['Chicago Cubs']
1924,George Burns,222,798,107,229,56,7,6,48,"['Cleveland Indians', 'Cincinnati Reds']"
1924,George Kelly,144,571,91,185,37,9,21,52,['New York Giants']
1924,George Uhle,59,107,10,33,6,1,1,8,['Cleveland Indians']
1924,Glenn Myatt,105,342,55,117,22,7,8,12,['Cleveland Indians']
1924,Goose Goslin,154,579,100,199,30,17,12,29,['Washington Senators']
1924,Guy Bush,16,26,1,4,1,0,0,5,['Chicago Cubs']
1924,Hank Gowdy,87,191,25,62,9,1,4,11,['New York Giants']
1924,Harry Heilmann,153,570,107,197,45,16,10,41,['Detroit Tigers']
1924,Harry Hooper,130,476,107,156,27,8,10,26,['Chicago White Sox']
1924,Heinie Groh,145,559,82,157,32,3,2,29,['New York Giants']
1924,Heinie Manush,120,422,83,122,24,8,9,30,['Detroit Tigers']
1924,Herb Pennock,40,101,13,16,2,0,2,13,['New York Yankees']
1924,Ivey Wingo,66,192,21,55,5,4,1,8,['Cincinnati Reds']
1924,Jack Quinn,44,78,5,14,1,0,0,20,['Boston Red Sox']
1924,Jack Smith,124,459,91,130,18,6,2,27,['St. Louis Cardinals']
1924,Jesse Haines,35,74,3,14,1,0,0,20,['St. Louis Cardinals']
1924,Jim Bottomley,137,528,87,167,31,12,14,35,['St. Louis Cardinals']
1924,Jimmie Wilson,95,280,32,78,16,3,6,12,['Philadelphia Phillies']
1924,Jimmy Dykes,110,410,68,128,26,6,3,60,['Philadelphia Athletics']
1924,Joe Judge,140,516,71,167,38,9,3,21,['Washington Senators']
1924,Joe Schultz,100,296,35,82,15,1,5,18,"['St. Louis Cardinals', 'Philadelphia Phillies']"
1924,Johnny Cooney,55,130,10,33,2,1,0,5,['Boston Braves']
1924,Ken Williams,114,398,78,129,21,4,18,17,['St. Louis Browns']
1924,Kiki Cuyler,117,466,94,165,27,16,9,62,['Pittsburgh Pirates']
1924,Larry Gardner,38,50,3,10,0,0,0,1,['Cleveland Indians']
1924,Les Mann,32,102,13,28,7,4,0,10,['Boston Braves']
1924,Lou Gehrig,10,12,2,6,1,0,0,3,['New York Yankees']
1924,Luke Sewell,63,165,27,48,9,1,0,13,['Cleveland Indians']
1924,Max Carey,149,599,113,178,30,9,8,17,['Pittsburgh Pirates']
1924,Mike Gonzalez,120,402,34,119,27,1,3,22,['St. Louis Cardinals']
1924,Muddy Ruel,149,501,50,142,20,2,0,20,['Washington Senators']
1924,Nick Altrock,1,1,1,1,0,1,0,0,['Washington Senators']
1924,Ossie Bluege,117,402,59,113,15,4,2,36,['Washington Senators']
1924,Pete Alexander,21,65,3,15,2,0,1,8,['Chicago Cubs']
1924,Pie Traynor,142,545,86,160,26,13,5,26,['Pittsburgh Pirates']
1924,Rabbit Maranville,152,594,62,158,33,20,2,53,['Pittsburgh Pirates']
1924,Ray Schalk,57,153,15,30,4,2,1,10,['Chicago White Sox']
1924,Red Faber,21,54,6,8,0,0,0,15,['Chicago White Sox']
1924,Red Lucas,33,33,5,11,1,0,0,4,['Boston Braves']
1924,Red Ruffing,8,7,0,1,0,1,0,1,['Boston Red Sox']
1924,Roger Peckinpaugh,155,523,72,142,20,5,2,45,['Washington Senators']
1924,Rogers Hornsby,143,536,121,227,43,14,25,32,['St. Louis Cardinals']
1924,Rube Bressler,115,383,41,133,14,13,4,20,['Cincinnati Reds']
1924,Rube Marquard,6,11,0,3,0,0,0,2,['Boston Braves']
1924,Sad Sam Jones,36,51,4,9,3,0,1,14,['New York Yankees']
1924,Sam Rice,154,646,106,216,39,14,1,24,['Washington Senators']
1924,Shano Collins,89,240,37,70,17,5,0,17,['Boston Red Sox']
1924,Steve O'Neill,106,307,29,73,15,1,0,23,['Boston Red Sox']
1924,Stuffy McInnis,146,581,57,169,23,7,1,6,['Boston Braves']
1924,Syl Johnson,29,34,1,7,2,0,0,6,['Detroit Tigers']
1924,Ted Lyons,41,77,10,17,0,1,0,13,['Chicago White Sox']
1924,Tom Zachary,33,72,7,22,1,0,0,8,['Washington Senators']
1924,Tris Speaker,135,486,94,167,36,9,9,13,['Cleveland Indians']
1924,Ty Cobb,155,625,115,211,38,10,4,18,['Detroit Tigers']
1924,Val Picinich,69,161,25,44,6,3,1,19,['Boston Red Sox']
1924,Waite Hoyt,46,75,8,10,2,0,0,6,['New York Yankees']
1924,Wally Schang,114,356,46,104,19,7,5,43,['New York Yankees']
1924,Walter Johnson,39,113,18,32,9,0,1,11,['Washington Senators']
1924,Zack Taylor,99,345,36,100,9,4,1,14,['Brooklyn Robins']
1924,Zack Wheat,141,566,92,212,41,8,14,18,['Brooklyn Robins']
1925,Al Simmons,153,654,122,253,43,12,24,41,['Philadelphia Athletics']
1925,Babe Adams,33,31,3,7,1,0,0,6,['Pittsburgh Pirates']
1925,Babe Ruth,98,359,61,104,12,2,25,68,['New York Yankees']
1925,Bing Miller,124,474,78,151,29,10,10,14,['Philadelphia Athletics']
1925,Bob Jones,50,148,18,35,6,0,0,5,['Detroit Tigers']
1925,Bob O'Farrell,111,339,39,92,13,3,3,31,"['St. Louis Cardinals', 'Chicago Cubs']"
1925,Bob Smith,58,174,17,49,9,4,0,6,['Boston Braves']
1925,Buddy Myer,4,8,1,2,0,0,0,1,['Washington Senators']
1925,Bullet Joe Bush,57,102,10,26,12,0,2,8,['St. Louis Browns']
1925,Burleigh Grimes,34,96,12,24,4,1,1,25,['Brooklyn Robins']
1925,Charles Bender,1,0,0,0,0,0,0,0,['Chicago White Sox']
1925,Charlie Gehringer,8,18,3,3,0,0,0,0,['Detroit Tigers']
1925,Charlie Grimm,141,519,73,159,29,5,10,25,['Chicago Cubs']
1925,Charlie Jamieson,138,557,109,165,24,5,4,26,['Cleveland Indians']
1925,Clarence Mitchell,52,92,7,18,2,0,0,9,['Philadelphia Phillies']
1925,Cliff Lee,77,230,43,74,15,6,4,33,['Cleveland Indians']
1925,Cy Perkins,65,140,21,43,10,0,1,6,['Philadelphia Athletics']
1925,Cy Williams,107,314,78,104,11,5,13,34,['Philadelphia Phillies']
1925,Dave Bancroft,128,479,75,153,29,8,2,22,['Boston Braves']
1925,Dazzy Vance,31,98,8,14,3,0,3,33,['Brooklyn Robins']
1925,Dolf Luque,37,102,7,26,1,2,2,9,['Cincinnati Reds']
1925,Dutch Leonard,18,50,6,10,3,0,0,7,['Detroit Tigers']
1925,Earl Smith,109,329,34,103,22,3,8,13,['Pittsburgh Pirates']
1925,Earl Whitehill,36,87,7,19,1,0,0,11,['Detroit Tigers']
1925,Edd Roush,134,540,91,183,28,16,8,14,['Cincinnati Reds']
1925,Eddie Collins,118,425,80,147,26,3,3,8,['Chicago White Sox']
1925,Elmer Smith,96,284,47,77,13,7,8,20,['Cincinnati Reds']
1925,Eppa Rixey,39,103,8,22,0,0,0,17,['Cincinnati Reds']
1925,Ernie Johnson,76,170,30,48,5,1,5,10,['New York Yankees']
1925,Frank Snyder,107,325,21,78,9,1,11,49,['New York Giants']
1925,Frankie Frisch,120,502,89,166,26,6,11,14,['New York Giants']
1925,Fred Merkle,7,13,4,5,1,0,0,1,['New York Yankees']
1925,Freddie Fitzsimmons,10,29,3,9,1,0,0,4,['New York Giants']
1925,Gabby Hartnett,117,398,61,115,28,3,24,77,['Chicago Cubs']
1925,George Burns,215,837,134,266,70,5,7,44,"['Cleveland Indians', 'Philadelphia Phillies']"
1925,George Kelly,147,586,87,181,29,3,20,54,['New York Giants']
1925,George Uhle,55,101,10,29,3,3,0,7,['Cleveland Indians']
1925,Glenn Myatt,106,358,51,97,15,9,11,24,['Cleveland Indians']
1925,Goose Goslin,150,601,116,201,34,20,18,50,['Washington Senators']
1925,Guy Bush,42,57,3,11,0,0,0,5,['Chicago Cubs']
1925,Hank Gowdy,47,114,14,37,4,3,3,7,['New York Giants']
1925,Harry Heilmann,150,573,97,225,40,11,13,27,['Detroit Tigers']
1925,Harry Hooper,127,442,62,117,23,5,6,21,['Chicago White Sox']
1925,Heinie Groh,25,65,7,15,4,0,0,3,['New York Giants']
1925,Heinie Manush,99,278,46,84,14,3,5,21,['Detroit Tigers']
1925,Herb Pennock,47,99,6,20,1,1,0,7,['New York Yankees']
1925,Ivey Wingo,55,146,6,30,7,0,0,8,['Cincinnati Reds']
1925,Jack Quinn,37,63,2,6,1,0,0,15,"['Boston Red Sox', 'Philadelphia Athletics']"
1925,Jack Smith,80,243,53,61,11,4,4,13,['St. Louis Cardinals']
1925,Jack Warner,10,39,7,13,0,0,0,6,['Detroit Tigers']
1925,Jesse Haines,29,74,8,13,1,1,0,15,['St. Louis Cardinals']
1925,Jim Bottomley,153,619,92,227,44,12,21,36,['St. Louis Cardinals']
1925,Jimmie Foxx,10,9,2,6,1,0,0,1,['Philadelphia Athletics']
1925,Jimmie Wilson,108,335,42,110,19,3,3,25,['Philadelphia Phillies']
1925,Jimmy Austin,1,1,0,0,0,0,0,0,['St. Louis Browns']
1925,Jimmy Dykes,122,465,93,150,32,11,5,49,['Philadelphia Athletics']
1925,Joe Judge,112,376,65,118,31,5,8,21,['Washington Senators']
1925,Joe Schultz,57,126,16,42,9,1,0,2,"['Cincinnati Reds', 'Philadelphia Phillies']"
1925,Johnny Cooney,54,103,17,33,7,0,0,6,['Boston Braves']
1925,Ken Williams,102,411,83,136,31,5,25,14,['St. Louis Browns']
1925,Kiki Cuyler,153,617,144,220,43,26,18,56,['Pittsburgh Pirates']
1925,Lefty Grove,45,65,3,8,0,0,0,26,['Philadelphia Athletics']
1925,Leo Durocher,2,1,1,0,0,0,0,0,['New York Yankees']
1925,Les Mann,60,184,27,63,11,4,2,11,['Boston Braves']
1925,Lou Gehrig,126,437,73,129,23,10,20,49,['New York Yankees']
1925,Luke Sewell,74,220,30,51,10,2,0,18,['Cleveland Indians']
1925,Max Carey,133,542,109,186,39,13,5,19,['Pittsburgh Pirates']
1925,Mike Gonzalez,92,268,35,74,16,1,3,17,"['Chicago Cubs', 'St. Louis Cardinals']"
1925,Muddy Ruel,127,393,55,122,9,2,0,16,['Washington Senators']
1925,Ossie Bluege,145,522,77,150,27,4,4,56,['Washington Senators']
1925,Pete Alexander,32,79,7,19,4,1,2,5,['Chicago Cubs']
1925,Pie Traynor,150,591,114,189,39,14,6,19,['Pittsburgh Pirates']
1925,Rabbit Maranville,75,266,37,62,10,3,0,20,['Chicago Cubs']
1925,Ray Schalk,125,343,44,94,18,1,0,27,['Chicago White Sox']
1925,Red Faber,34,77,3,8,1,0,0,24,['Chicago White Sox']
1925,Red Lucas,6,20,1,3,0,0,0,4,['Boston Braves']
1925,Red Ruffing,37,79,6,17,4,2,0,22,['Boston Red Sox']
1925,Roger Peckinpaugh,126,422,67,124,16,4,4,23,['Washington Senators']
1925,Rogers Hornsby,138,504,133,203,41,10,39,39,['St. Louis Cardinals']
1925,Rube Bressler,97,319,43,111,17,6,4,16,['Cincinnati Reds']
1925,Rube Marquard,26,22,3,3,1,0,0,1,['Boston Braves']
1925,Sad Sam Jones,46,80,2,13,2,0,0,19,['New York Yankees']
1925,Sam Rice,152,649,111,227,31,13,1,10,['Washington Senators']
1925,Shano Collins,2,3,1,1,0,0,0,0,['Boston Red Sox']
1925,Steve O'Neill,35,91,7,26,5,0,1,3,['New York Yankees']
1925,Stuffy McInnis,59,155,19,57,10,4,0,1,['Pittsburgh Pirates']
1925,Syl Johnson,6,3,0,0,0,0,0,1,['Detroit Tigers']
1925,Ted Lyons,43,97,6,18,3,0,0,13,['Chicago White Sox']
1925,Tom Zachary,38,69,5,12,0,1,1,20,['Washington Senators']
1925,Tris Speaker,117,429,79,167,35,5,12,12,['Cleveland Indians']
1925,Ty Cobb,121,415,97,157,31,12,12,12,['Detroit Tigers']
1925,Val Picinich,90,251,31,64,21,0,1,21,['Boston Red Sox']
1925,Waite Hoyt,46,79,5,24,2,3,0,1,['New York Yankees']
1925,Wally Schang,73,167,17,40,8,1,2,9,['New York Yankees']
1925,Walter Johnson,36,97,12,42,6,1,2,6,['Washington Senators']
1925,Zack Taylor,109,352,33,109,16,4,3,19,['Brooklyn Robins']
1925,Zack Wheat,150,616,125,221,42,14,14,22,['Brooklyn Robins']
1926,Al Simmons,147,583,90,199,53,10,19,49,['Philadelphia Athletics']
1926,Al Smith,1,0,0,0,0,0,0,0,['New York Giants']
1926,Babe Adams,19,9,1,2,0,0,0,0,['Pittsburgh Pirates']
1926,Babe Ruth,152,495,139,184,30,5,47,76,['New York Yankees']
1926,Bing Miller,132,463,73,149,33,7,6,18,"['St. Louis Browns', 'Philadelphia Athletics']"
1926,Bob O'Farrell,147,492,63,144,30,9,7,44,['St. Louis Cardinals']
1926,Bob Smith,40,84,10,25,6,2,0,4,['Boston Braves']
1926,Buddy Myer,132,434,66,132,18,6,1,19,['Washington Senators']
1926,Bullet Joe Bush,45,79,6,20,4,0,1,12,"['Pittsburgh Pirates', 'Washington Senators']"
1926,Bump Hadley,1,0,0,0,0,0,0,0,['Washington Senators']
1926,Burleigh Grimes,31,81,4,18,4,0,0,8,['Brooklyn Robins']
1926,Charlie Gehringer,123,459,62,127,19,17,1,42,['Detroit Tigers']
1926,Charlie Grimm,147,524,58,145,30,6,8,25,['Chicago Cubs']
1926,Charlie Jamieson,143,555,89,166,33,7,2,22,['Cleveland Indians']
1926,Charlie Root,42,91,8,13,1,0,1,25,['Chicago Cubs']
1926,Clarence Mitchell,39,78,8,19,4,0,0,5,['Philadelphia Phillies']
1926,Cliff Lee,21,40,4,7,1,0,1,8,['Cleveland Indians']
1926,Cy Perkins,63,148,14,43,6,0,0,7,['Philadelphia Athletics']
1926,Cy Williams,107,336,63,116,13,4,18,35,['Philadelphia Phillies']
1926,Danny MacFayden,3,3,0,1,0,0,0,1,['Boston Red Sox']
1926,Dave Bancroft,127,453,70,141,18,6,1,29,['Boston Braves']
1926,Dazzy Vance,24,55,2,10,0,0,0,14,['Brooklyn Robins']
1926,Dolf Luque,34,78,8,27,5,0,0,4,['Cincinnati Reds']
1926,Earl Smith,105,292,29,101,17,2,2,7,['Pittsburgh Pirates']
1926,Earl Whitehill,36,91,6,23,1,3,0,24,['Detroit Tigers']
1926,Edd Roush,144,563,95,182,37,10,7,17,['Cincinnati Reds']
1926,Eddie Collins,106,375,66,129,32,4,1,8,['Chicago White Sox']
1926,Eppa Rixey,37,84,6,19,0,0,0,8,['Cincinnati Reds']
1926,Frank Snyder,55,148,10,32,3,2,5,13,['New York Giants']
1926,Frankie Frisch,135,545,75,171,29,4,5,16,['New York Giants']
1926,Fred Merkle,1,2,0,0,0,0,0,0,['New York Yankees']
1926,Freddie Fitzsimmons,37,86,3,11,2,0,0,19,['New York Giants']
1926,Gabby Hartnett,93,284,35,78,25,3,8,37,['Chicago Cubs']
1926,George Burns,151,603,97,216,64,3,4,33,['Cleveland Indians']
1926,George Kelly,136,499,70,151,24,4,13,52,['New York Giants']
1926,George Smith,23,5,1,0,0,0,0,1,['Detroit Tigers']
1926,George Uhle,50,132,16,30,3,0,1,12,['Cleveland Indians']
1926,Glenn Myatt,56,117,14,29,5,2,0,13,['Cleveland Indians']
1926,Goose Goslin,147,568,105,201,26,15,17,38,['Washington Senators']
1926,Guy Bush,35,48,1,8,0,0,0,7,['Chicago Cubs']
1926,Harry Heilmann,141,502,90,184,41,8,9,19,['Detroit Tigers']
1926,Heinie Groh,12,35,2,8,2,0,0,3,['New York Giants']
1926,Heinie Manush,136,498,95,188,35,8,14,28,['Detroit Tigers']
1926,Herb Pennock,40,85,8,18,2,0,0,8,['New York Yankees']
1926,Ivey Wingo,7,10,0,2,0,0,0,0,['Cincinnati Reds']
1926,Jack Quinn,31,46,4,8,2,0,0,9,['Philadelphia Athletics']
1926,Jack Smith,97,323,46,100,15,2,2,13,"['St. Louis Cardinals', 'Boston Braves']"
1926,Jack Warner,100,311,41,78,8,6,0,24,['Detroit Tigers']
1926,Jesse Haines,33,61,4,13,1,0,0,5,['St. Louis Cardinals']
1926,Jim Bottomley,154,603,98,180,40,14,19,52,['St. Louis Cardinals']
1926,Jimmie Foxx,26,32,8,10,2,1,0,6,['Philadelphia Athletics']
1926,Jimmie Wilson,90,279,40,85,10,2,4,20,['Philadelphia Phillies']
1926,Jimmy Austin,1,2,1,1,1,0,0,0,['St. Louis Browns']
1926,Jimmy Dykes,124,429,54,123,32,5,1,34,['Philadelphia Athletics']
1926,Joe Cronin,38,83,9,22,2,2,0,15,['Pittsburgh Pirates']
1926,Joe Judge,134,453,70,132,25,11,7,25,['Washington Senators']
1926,Joe Kelly,65,176,16,59,15,3,0,11,['Chicago Cubs']
1926,Johnny Cooney,64,126,17,38,3,2,0,7,['Boston Braves']
1926,Ken Williams,108,347,55,97,15,7,17,23,['St. Louis Browns']
1926,Kiki Cuyler,157,614,113,197,31,15,8,66,['Pittsburgh Pirates']
1926,Lefty Grove,45,81,6,8,1,1,0,42,['Philadelphia Athletics']
1926,Les Mann,50,129,23,39,8,2,1,9,['Boston Braves']
1926,Lou Gehrig,155,572,135,179,47,20,16,73,['New York Yankees']
1926,Luke Sewell,126,433,41,103,16,4,0,27,['Cleveland Indians']
