year,player,games_played,innings_played_in_outs,putouts,assists,errors,field_positions,teams
1983,Gaylord Perry,30,559,10,30,1,['P'],"['Kansas City Royals', 'Seattle Mariners']"
1983,Gene Garber,43,182,4,17,0,['P'],['Atlanta Braves']
1983,George Bell,34,735,61,1,3,['OF'],['Toronto Blue Jays']
1983,George Brett,129,3071,210,192,25,"['OF', '1B', '3B']",['Kansas City Royals']
1983,George Foster,153,3986,314,12,4,['OF'],['New York Mets']
1983,George Hendrick,143,3654,904,79,8,"['OF', '1B']",['St. Louis Cardinals']
1983,George Wright,161,4331,460,6,7,['OF'],['Texas Rangers']
1983,Graig Nettles,126,3180,78,273,16,['3B'],['New York Yankees']
1983,Greg Gross,111,1574,105,1,1,"['OF', '1B']",['Philadelphia Phillies']
1983,Greg Minton,73,320,5,18,1,['P'],['San Francisco Giants']
1983,Jack Clark,135,3535,262,20,9,"['OF', '1B']",['San Francisco Giants']
1983,Jack Morris,37,881,29,26,2,['P'],['Detroit Tigers']
1983,Jack O'Connor,27,249,2,6,0,['P'],['Minnesota Twins']
1983,Jamie Quirk,30,511,68,13,6,"['C', '3B', 'SS']",['St. Louis Cardinals']
1983,Jay Johnstone,44,804,55,3,4,['OF'],['Chicago Cubs']
1983,Jeff Reardon,66,276,3,4,2,['P'],['Montreal Expos']
1983,Jerry Hairston,32,402,29,1,1,['OF'],['Chicago White Sox']
1983,Jerry Koosman,37,509,5,26,2,['P'],['Chicago White Sox']
1983,Jerry Reuss,32,670,17,52,4,['P'],['Los Angeles Dodgers']
1983,Jerry Royster,104,1889,112,156,10,"['OF', '2B', '3B', 'SS']",['Atlanta Braves']
1983,Jesse Orosco,62,330,5,19,0,['P'],['New York Mets']
1983,Jim Dwyer,60,1062,123,2,4,"['OF', '1B']",['Baltimore Orioles']
1983,Jim Gantner,158,4248,374,512,14,['2B'],['Milwaukee Brewers']
1983,Jim Kaat,24,104,2,6,1,['P'],['St. Louis Cardinals']
1983,Jim Palmer,14,230,5,8,1,['P'],['Baltimore Orioles']
1983,Jim Slaton,46,337,4,16,0,['P'],['Milwaukee Brewers']
1983,Jim Sundberg,131,3170,618,56,5,['C'],['Texas Rangers']
1983,Joe Carter,16,324,26,0,0,['OF'],['Chicago Cubs']
1983,Joe Morgan,117,2756,231,331,17,['2B'],['Philadelphia Phillies']
1983,Joe Niekro,38,791,9,36,4,['P'],['Houston Astros']
1983,John Candelaria,33,593,5,20,0,['P'],['Pittsburgh Pirates']
1983,John Lowenstein,108,2142,155,8,3,"['OF', '2B']",['Baltimore Orioles']
1983,Johnny Bench,80,1782,292,74,10,"['C', '1B', '3B', 'OF']",['Cincinnati Reds']
1983,Johnny Grubb,26,528,34,1,0,['OF'],['Detroit Tigers']
1983,Jose Cruz,160,4252,322,9,7,['OF'],['Houston Astros']
1983,Juan Beniquez,84,1936,174,8,6,['OF'],['California Angels']
1983,Juan Samuel,18,437,44,54,9,['2B'],['Philadelphia Phillies']
1983,Julio Franco,149,3969,247,438,28,['SS'],['Cleveland Indians']
1983,Keith Hernandez,144,3830,1418,147,13,['1B'],"['New York Mets', 'St. Louis Cardinals']"
1983,Ken Forsch,31,658,9,31,3,['P'],['California Angels']
1983,Ken Griffey,115,2878,870,57,8,"['OF', '1B']",['New York Yankees']
1983,Ken Oberkfell,160,3447,132,303,18,"['2B', '3B', 'SS']",['St. Louis Cardinals']
1983,Kent Tekulve,76,297,3,20,0,['P'],['Pittsburgh Pirates']
1983,Kirk Gibson,54,1251,116,2,3,['OF'],['Detroit Tigers']
1983,Lance Parrish,131,3339,695,73,4,['C'],['Detroit Tigers']
1983,Larry Andersen,17,79,2,6,0,['P'],['Philadelphia Phillies']
1983,Larry Bowa,145,3580,230,464,11,['SS'],['Chicago Cubs']
1983,Larry Gura,34,601,12,42,0,['P'],['Kansas City Royals']
1983,Lee Lacy,98,1825,167,2,0,['OF'],['Pittsburgh Pirates']
1983,Lee Smith,66,310,8,9,0,['P'],['Chicago Cubs']
1983,Lonnie Smith,126,3034,225,14,15,['OF'],['St. Louis Cardinals']
1983,Lou Piniella,43,980,67,4,3,['OF'],['New York Yankees']
1983,Lou Whitaker,160,4074,299,447,13,['2B'],['Detroit Tigers']
1983,Manny Trillo,118,2919,229,355,8,['2B'],"['Montreal Expos', 'Cleveland Indians']"
1983,Matt Williams,4,24,0,3,0,['P'],['Toronto Blue Jays']
1983,Mike Flanagan,20,376,6,15,2,['P'],['Baltimore Orioles']
1983,Mike Jorgensen,44,332,81,6,0,"['OF', '1B']","['New York Mets', 'Atlanta Braves']"
1983,Mike Marshall,142,3185,395,21,6,"['OF', '1B']",['Los Angeles Dodgers']
1983,Mike Morgan,16,136,2,10,1,['P'],['Toronto Blue Jays']
1983,Mike Schmidt,155,4020,108,333,19,"['3B', 'SS']",['Philadelphia Phillies']
1983,Mike Stanton,50,195,1,7,0,['P'],['Seattle Mariners']
1983,Mike Torrez,39,667,20,33,2,['P'],['New York Mets']
1983,Milt Wilcox,26,558,19,34,1,['P'],['Detroit Tigers']
1983,Nolan Ryan,29,589,4,28,2,['P'],['Houston Astros']
1983,Orel Hershiser,8,24,0,2,0,['P'],['Los Angeles Dodgers']
1983,Oscar Gamble,32,715,64,1,4,['OF'],['New York Yankees']
1983,Otis Nixon,9,123,14,1,1,['OF'],['New York Yankees']
1983,Ozzie Smith,158,4031,304,519,21,['SS'],['St. Louis Cardinals']
1983,Ozzie Virgil,51,998,228,24,9,['C'],['Philadelphia Phillies']
1983,Paul Molitor,146,3892,105,343,16,['3B'],['Milwaukee Brewers']
1983,Pete O'Brien,160,3833,1191,121,11,"['OF', '1B']",['Texas Rangers']
1983,Pete Rose,147,3102,827,74,10,"['OF', '1B']",['Philadelphia Phillies']
1983,Phil Garner,154,4058,100,311,24,['3B'],['Houston Astros']
1983,Phil Niekro,34,605,15,27,2,['P'],['Atlanta Braves']
1983,Rafael Belliard,3,15,1,3,0,['SS'],['Pittsburgh Pirates']
1983,Randy Johnson,57,919,44,72,1,"['2B', '3B']",['Atlanta Braves']
1983,Reggie Jackson,47,1066,66,4,1,['OF'],['California Angels']
1983,Rich Gossage,57,262,2,3,1,['P'],['New York Yankees']
1983,Richie Hebner,54,1035,63,45,2,"['OF', '1B', '3B']",['Pittsburgh Pirates']
1983,Rick Cerone,79,1881,412,18,4,"['C', '3B']",['New York Yankees']
1983,Rick Dempsey,128,2969,591,65,2,['C'],['Baltimore Orioles']
1983,Rick Honeycutt,34,641,13,55,1,['P'],"['Los Angeles Dodgers', 'Texas Rangers']"
1983,Rick Monday,48,962,80,2,3,"['OF', '1B']",['Los Angeles Dodgers']
1983,Rick Reuschel,4,62,4,7,0,['P'],['Chicago Cubs']
1983,Rick Rhoden,36,733,14,38,0,['P'],['Pittsburgh Pirates']
1983,Rick Sutcliffe,36,730,36,29,0,['P'],['Cleveland Indians']
1983,Rickey Henderson,142,3552,349,9,3,['OF'],['Oakland Athletics']
1983,Robin Yount,139,3703,256,420,19,['SS'],['Milwaukee Brewers']
1983,Rod Carew,91,2329,891,42,6,"['2B', '1B']",['California Angels']
1983,Ron Cey,157,4025,90,270,17,['3B'],['Chicago Cubs']
1983,Ron Davis,66,267,0,4,1,['P'],['Minnesota Twins']
1983,Ron Jackson,88,2143,402,114,13,"['OF', '1B', '3B']",['California Angels']
1983,Ron Reed,61,287,2,7,0,['P'],['Philadelphia Phillies']
1983,Roy Smalley,139,3260,289,295,21,"['1B', '3B', 'SS']",['New York Yankees']
1983,Roy Thomas,43,266,7,8,0,['P'],['Seattle Mariners']
1983,Rudy May,15,55,0,3,0,['P'],['New York Yankees']
1983,Rusty Staub,10,241,40,5,2,"['OF', '1B']",['New York Mets']
1983,Ryne Sandberg,158,4048,330,572,13,"['2B', 'SS']",['Chicago Cubs']
1983,Scott Sanderson,18,244,4,6,2,['P'],['Montreal Expos']
1983,Steve Carlton,37,851,4,37,4,['P'],['Philadelphia Phillies']
1983,Steve Garvey,100,2603,888,49,6,['1B'],['San Diego Padres']
1983,Ted Simmons,86,2233,395,41,11,['C'],['Milwaukee Brewers']
1983,Terry Forster,56,238,3,15,1,['P'],['Atlanta Braves']
1983,Tim Foli,87,2249,131,298,13,"['3B', 'SS']",['California Angels']
1983,Tim Raines,161,4135,314,23,4,"['OF', '2B']",['Montreal Expos']
1983,Tim Wallach,156,4167,151,265,19,['3B'],['Montreal Expos']
1983,Toby Harrah,138,3599,101,273,11,"['2B', '3B']",['Cleveland Indians']
1983,Tom Burgmeier,49,288,7,23,3,['P'],['Oakland Athletics']
1983,Tom Candiotti,10,167,4,5,0,['P'],['Milwaukee Brewers']
1983,Tom Gorman,25,148,3,7,0,['P'],['New York Mets']
1983,Tom Paciorek,122,2612,629,38,1,"['OF', '1B']",['Chicago White Sox']
1983,Tom Seaver,34,693,22,28,4,['P'],['New York Mets']
1983,Tommy John,34,704,16,39,0,['P'],['California Angels']
1983,Tony Armas,116,2968,326,5,5,['OF'],['Boston Red Sox']
1983,Tony Fernandez,13,238,16,17,0,['SS'],['Toronto Blue Jays']
1983,Tony Gwynn,81,2124,163,9,1,['OF'],['San Diego Padres']
1983,Tony Pena,149,3894,976,90,9,['C'],['Pittsburgh Pirates']
1983,Tony Perez,69,1505,514,40,1,['1B'],['Philadelphia Phillies']
1983,Tony Phillips,168,3484,218,383,30,"['2B', '3B', 'SS']",['Oakland Athletics']
1983,Tug McGraw,34,167,1,10,1,['P'],['Philadelphia Phillies']
1983,Vida Blue,19,256,3,10,0,['P'],['Kansas City Royals']
1983,Wade Boggs,153,4062,118,368,27,['3B'],['Boston Red Sox']
1983,Willie McGee,145,3793,385,7,5,['OF'],['St. Louis Cardinals']
1983,Willie Randolph,104,2706,265,298,12,['2B'],['New York Yankees']
1983,Willie Wilson,136,3450,354,3,9,['OF'],['Kansas City Royals']
1983,Woodie Fryman,6,9,0,2,0,['P'],['Montreal Expos']
1984,Al Oliver,106,2539,818,61,13,"['OF', '1B']","['San Francisco Giants', 'Philadelphia Phillies']"
1984,Alan Ashby,63,1430,303,42,5,['C'],['Houston Astros']
1984,Alan Trammell,114,2979,180,314,10,['SS'],['Detroit Tigers']
1984,Alfredo Griffin,136,3313,230,320,21,"['2B', 'SS']",['Toronto Blue Jays']
1984,Amos Otis,32,667,49,5,2,['OF'],['Pittsburgh Pirates']
1984,Andre Dawson,134,3540,297,11,8,['OF'],['Montreal Expos']
1984,Ben Oglivie,125,3161,256,6,8,['OF'],['Milwaukee Brewers']
1984,Bert Blyleven,33,735,21,30,2,['P'],['Cleveland Indians']
1984,Bill Buckner,122,3161,1045,102,15,"['OF', '1B']","['Boston Red Sox', 'Chicago Cubs']"
1984,Bill Russell,88,1880,115,173,9,"['OF', '2B', 'SS']",['Los Angeles Dodgers']
1984,Bob Boone,137,3544,660,71,12,['C'],['California Angels']
1984,Bob Forsch,16,157,8,8,0,['P'],['St. Louis Cardinals']
1984,Bob Gibson,18,207,11,7,0,['P'],['Milwaukee Brewers']
1984,Bob Jones,37,816,139,7,1,"['OF', '1B']",['Texas Rangers']
1984,Bob McClure,39,419,4,21,2,['P'],['Milwaukee Brewers']
1984,Bob Watson,19,390,165,12,3,['1B'],['Atlanta Braves']
1984,Bob Welch,31,536,20,28,2,['P'],['Los Angeles Dodgers']
1984,Bobby Grich,137,2878,311,282,12,"['2B', '1B', '3B']",['California Angels']
1984,Bret Saberhagen,38,473,15,22,1,['P'],['Kansas City Royals']
1984,Brett Butler,156,4031,448,13,4,['OF'],['Cleveland Indians']
1984,Buck Martinez,98,1850,360,34,2,['C'],['Toronto Blue Jays']
1984,Buddy Bell,147,3832,129,323,20,['3B'],['Texas Rangers']
1984,Cal Ripken,162,4318,297,583,26,['SS'],['Baltimore Orioles']
1984,Carlton Fisk,90,2178,421,38,6,['C'],['Chicago White Sox']
1984,Cecil Cooper,122,3175,1061,98,10,['1B'],['Milwaukee Brewers']
1984,Cesar Cedeno,121,2420,355,21,7,"['OF', '1B']",['Cincinnati Reds']
1984,Charlie Hough,36,798,12,51,1,['P'],['Texas Rangers']
1984,Chet Lemon,140,3623,427,6,2,['OF'],['Detroit Tigers']
1984,Chris Chambliss,109,2668,996,70,8,['1B'],['Atlanta Braves']
1984,Chris Speier,65,1396,70,180,5,"['3B', 'SS']","['Montreal Expos', 'St. Louis Cardinals', 'Minnesota Twins']"
1984,Claudell Washington,107,2721,170,4,6,['OF'],['Atlanta Braves']
1984,Dale Murphy,160,4281,369,10,5,['OF'],['Atlanta Braves']
1984,Dan Meyer,3,36,15,2,1,['1B'],['Oakland Athletics']
1984,Danny Darwin,35,671,13,21,3,['P'],['Texas Rangers']
1984,Darrell Evans,66,1403,331,62,2,"['1B', '3B']",['Detroit Tigers']
1984,Darrell Porter,122,3091,620,58,11,['C'],['St. Louis Cardinals']
1984,Darryl Strawberry,146,3812,276,11,6,['OF'],['New York Mets']
1984,Dave Bergman,116,2058,658,75,8,"['OF', '1B']",['Detroit Tigers']
1984,Dave Collins,114,2822,237,11,2,"['OF', '1B']",['Toronto Blue Jays']
1984,Dave Concepcion,164,3746,213,324,17,"['1B', '3B', 'SS']",['Cincinnati Reds']
1984,Dave Kingman,9,204,55,2,0,['1B'],['Oakland Athletics']
1984,Dave Parker,151,3905,296,6,8,['OF'],['Cincinnati Reds']
1984,Dave Righetti,64,289,2,13,2,['P'],['New York Yankees']
1984,Dave Stewart,32,577,11,19,3,['P'],['Texas Rangers']
1984,Dave Stieb,35,801,22,34,1,['P'],['Toronto Blue Jays']
1984,Dave Winfield,140,3705,306,3,2,['OF'],['New York Yankees']
1984,Davey Lopes,75,1436,105,49,6,"['OF', '2B', '3B']","['Oakland Athletics', 'Chicago Cubs']"
1984,Dennis Eckersley,33,675,27,38,5,['P'],"['Boston Red Sox', 'Chicago Cubs']"
1984,Dennis Lamp,56,255,9,15,2,['P'],['Toronto Blue Jays']
1984,Dennis Martinez,34,425,17,19,2,['P'],['Baltimore Orioles']
1984,Denny Walling,74,1419,116,102,7,"['OF', '1B', '3B']",['Houston Astros']
1984,Dick Schofield,140,3469,218,420,12,['SS'],['California Angels']
1984,Don Slaught,123,3027,547,44,11,['C'],['Kansas City Royals']
1984,Don Sutton,33,638,11,19,1,['P'],['Milwaukee Brewers']
1984,Doyle Alexander,36,785,18,33,2,['P'],['Toronto Blue Jays']
1984,Dusty Baker,62,1481,112,1,3,['OF'],['San Francisco Giants']
1984,Dwight Evans,161,4218,311,7,2,['OF'],['Boston Red Sox']
1984,Dwight Gooden,31,654,21,22,2,['P'],['New York Mets']
1984,Eddie Miller,8,96,5,2,0,['OF'],['San Diego Padres']
1984,Eddie Murray,159,4240,1538,143,13,['1B'],['Baltimore Orioles']
1984,Eric Davis,51,1162,125,4,1,['OF'],['Cincinnati Reds']
1984,Fernando Valenzuela,34,783,21,48,2,['P'],['Los Angeles Dodgers']
1984,Frank Tanana,35,739,18,35,0,['P'],['Texas Rangers']
1984,Frank White,129,3326,299,425,11,['2B'],['Kansas City Royals']
1984,Fred Lynn,140,3606,321,12,6,['OF'],['California Angels']
1984,Garry Templeton,146,3680,225,407,26,['SS'],['San Diego Padres']
1984,Gary Carter,168,4188,990,78,7,"['C', '1B']",['Montreal Expos']
1984,Gary Gaetti,164,4292,163,335,21,"['OF', '3B', 'SS']",['Minnesota Twins']
1984,Gary Matthews,145,3376,224,7,11,['OF'],['Chicago Cubs']
1984,Gene Garber,62,318,6,19,0,['P'],['Atlanta Braves']
1984,George Bell,150,3840,289,13,9,"['OF', '3B']",['Toronto Blue Jays']
1984,George Brett,101,2368,59,201,14,['3B'],['Kansas City Royals']
1984,George Foster,141,3670,278,6,7,['OF'],['New York Mets']
1984,George Hendrick,117,2973,189,9,2,"['OF', '1B']",['St. Louis Cardinals']
1984,George Wright,80,2086,175,3,3,['OF'],['Texas Rangers']
1984,Graig Nettles,119,2837,93,201,20,['3B'],['San Diego Padres']
1984,Greg Gross,76,1097,195,13,2,"['OF', '1B']",['Philadelphia Phillies']
1984,Greg Minton,74,373,8,31,2,['P'],['San Francisco Giants']
1984,Jack Clark,58,1478,120,9,2,"['OF', '1B']",['San Francisco Giants']
1984,Jack Morris,35,721,29,32,3,['P'],['Detroit Tigers']
1984,Jack O'Connor,2,14,0,0,0,['P'],['Minnesota Twins']
1984,Jamie Quirk,2,6,1,0,0,"['C', '3B']","['Chicago White Sox', 'Cleveland Indians']"
1984,Jay Johnstone,15,252,12,0,0,['OF'],['Chicago Cubs']
1984,Jeff Reardon,68,261,2,5,1,['P'],['Montreal Expos']
1984,Jeff Reed,18,219,41,2,1,['C'],['Minnesota Twins']
1984,Jerry Hairston,37,702,57,2,2,['OF'],['Chicago White Sox']
1984,Jerry Koosman,36,672,9,34,4,['P'],['Philadelphia Phillies']
1984,Jerry Reuss,30,297,4,16,1,['P'],['Los Angeles Dodgers']
1984,Jerry Royster,73,1504,99,162,9,"['OF', '2B', '3B', 'SS']",['Atlanta Braves']
1984,Jesse Orosco,60,261,2,11,1,['P'],['New York Mets']
1984,Jim Dwyer,52,1036,83,3,3,['OF'],['Baltimore Orioles']
1984,Jim Gantner,153,4026,362,469,13,['2B'],['Milwaukee Brewers']
1984,Jim Palmer,5,53,1,3,0,['P'],['Baltimore Orioles']
1984,Jim Slaton,32,489,9,25,0,['P'],['California Angels']
1984,Jim Sundberg,109,2702,556,55,3,['C'],['Milwaukee Brewers']
1984,Joe Carter,66,1457,169,11,6,"['OF', '1B']",['Cleveland Indians']
1984,Joe Morgan,100,2314,201,229,10,['2B'],['Oakland Athletics']
1984,Joe Niekro,38,745,19,39,2,['P'],['Houston Astros']
1984,John Candelaria,33,556,3,21,0,['P'],['Pittsburgh Pirates']
1984,John Franco,54,238,5,15,0,['P'],['Cincinnati Reds']
1984,John Lowenstein,69,1345,113,5,3,"['OF', '1B']",['Baltimore Orioles']
1984,Johnny Grubb,36,584,47,0,0,['OF'],['Detroit Tigers']
1984,Jose Cruz,160,4193,310,11,8,['OF'],['Houston Astros']
1984,Juan Beniquez,98,2233,197,5,6,['OF'],['California Angels']
1984,Juan Samuel,160,4203,388,438,33,['2B'],['Philadelphia Phillies']
1984,Julio Franco,159,4204,280,481,36,['SS'],['Cleveland Indians']
1984,Keith Hernandez,153,4016,1214,142,8,['1B'],['New York Mets']
1984,Ken Forsch,2,49,1,6,0,['P'],['California Angels']
1984,Ken Griffey,109,2599,422,22,16,"['OF', '1B']",['New York Yankees']
1984,Ken Oberkfell,98,2261,64,173,8,"['2B', '3B', 'SS']","['Atlanta Braves', 'St. Louis Cardinals']"
1984,Kent Tekulve,72,264,6,25,0,['P'],['Pittsburgh Pirates']
1984,Kirk Gibson,139,3534,245,4,12,['OF'],['Detroit Tigers']
1984,Lance Parrish,127,3225,720,67,7,['C'],['Detroit Tigers']
1984,Larry Andersen,64,272,5,16,4,['P'],['Philadelphia Phillies']
1984,Larry Bowa,132,3097,217,378,16,['SS'],['Chicago Cubs']
1984,Larry Gura,31,506,6,30,0,['P'],['Kansas City Royals']
1984,Lee Lacy,129,3245,272,18,2,"['OF', '2B']",['Pittsburgh Pirates']
1984,Lee Smith,69,303,6,13,0,['P'],['Chicago Cubs']
1984,Lonnie Smith,140,3208,184,18,11,['OF'],['St. Louis Cardinals']
1984,Lou Piniella,24,569,40,3,0,['OF'],['New York Yankees']
1984,Lou Whitaker,142,3585,290,405,15,['2B'],['Detroit Tigers']
1984,Manny Trillo,100,2554,218,294,6,"['2B', '3B']",['San Francisco Giants']
1984,Mark Langston,35,675,15,30,2,['P'],['Seattle Mariners']
1984,Mike Flanagan,34,680,3,33,0,['P'],['Baltimore Orioles']
1984,Mike Jorgensen,51,696,222,19,2,"['OF', '1B']","['St. Louis Cardinals', 'Atlanta Braves']"
1984,Mike Marshall,133,3298,331,17,5,"['OF', '1B']",['Los Angeles Dodgers']
1984,Mike Schmidt,148,3703,93,330,26,"['1B', '3B', 'SS']",['Philadelphia Phillies']
1984,Mike Stanton,54,183,4,4,1,['P'],['Seattle Mariners']
1984,Mike Torrez,11,120,2,6,1,['P'],"['Oakland Athletics', 'New York Mets']"
1984,Milt Wilcox,33,581,20,28,3,['P'],['Detroit Tigers']
1984,Nolan Ryan,30,551,7,11,2,['P'],['Houston Astros']
1984,Orel Hershiser,45,569,17,28,5,['P'],['Los Angeles Dodgers']
1984,Oscar Gamble,12,265,15,1,0,['OF'],['New York Yankees']
1984,Otis Nixon,46,874,81,3,0,['OF'],['Cleveland Indians']
1984,Ozzie Smith,124,3196,233,437,12,['SS'],['St. Louis Cardinals']
1984,Ozzie Virgil,137,3312,722,58,6,['C'],['Philadelphia Phillies']
1984,Paul Molitor,7,189,7,21,2,['3B'],['Milwaukee Brewers']
1984,Pete O'Brien,142,3692,1271,105,11,"['OF', '1B']",['Texas Rangers']
1984,Pete Rose,91,2109,530,53,8,"['OF', '1B']","['Montreal Expos', 'Cincinnati Reds']"
1984,Phil Garner,117,2622,136,251,12,"['2B', '3B']",['Houston Astros']
1984,Phil Niekro,32,647,13,36,1,['P'],['New York Yankees']
1984,Rafael Belliard,13,177,12,13,3,"['2B', 'SS']",['Pittsburgh Pirates']
1984,Randy Johnson,81,2056,44,171,14,['3B'],['Atlanta Braves']
1984,Reggie Jackson,3,80,7,0,0,['OF'],['California Angels']
1984,Rich Gossage,62,307,5,8,0,['P'],['San Diego Padres']
1984,Richie Hebner,20,396,39,26,1,"['OF', '1B', '3B']",['Chicago Cubs']
1984,Rick Cerone,38,929,230,9,1,['C'],['New York Yankees']
1984,Rick Dempsey,108,2723,453,43,4,['C'],['Baltimore Orioles']
1984,Rick Honeycutt,29,551,10,42,3,['P'],['Los Angeles Dodgers']
1984,Rick Monday,12,246,74,4,1,"['OF', '1B']",['Los Angeles Dodgers']
1984,Rick Reuschel,19,277,6,20,1,['P'],['Chicago Cubs']
1984,Rick Rhoden,33,715,14,44,2,['P'],['Pittsburgh Pirates']
1984,Rick Sutcliffe,35,734,19,35,2,['P'],"['Cleveland Indians', 'Chicago Cubs']"
1984,Rickey Henderson,140,3390,341,7,11,['OF'],['Oakland Athletics']
1984,Robin Yount,120,3196,199,402,18,['SS'],['Milwaukee Brewers']
1984,Rod Carew,83,2086,724,59,15,['1B'],['California Angels']
1984,Roger Clemens,21,400,11,14,0,['P'],['Boston Red Sox']
1984,Rollie Fingers,33,138,3,3,0,['P'],['Milwaukee Brewers']
1984,Ron Cey,144,3684,97,230,11,['3B'],['Chicago Cubs']
1984,Ron Davis,64,249,4,8,0,['P'],['Minnesota Twins']
1984,Ron Jackson,41,855,208,35,4,"['OF', '1B', '3B']","['California Angels', 'Baltimore Orioles']"
1984,Ron Reed,51,219,2,11,1,['P'],['Chicago White Sox']
1984,Roy Smalley,95,2119,90,158,16,"['1B', '3B', 'SS']","['Chicago White Sox', 'New York Yankees']"
1984,Roy Thomas,21,149,4,7,0,['P'],['Seattle Mariners']
1984,Rusty Staub,3,39,13,0,0,['1B'],['New York Mets']
1984,Ryne Sandberg,156,4088,314,550,6,['2B'],['Chicago Cubs']
1984,Scott Sanderson,24,422,11,24,1,['P'],['Chicago Cubs']
1984,Stan Javier,5,60,3,0,0,['OF'],['New York Yankees']
1984,Steve Carlton,33,687,7,22,0,['P'],['Philadelphia Phillies']
1984,Steve Garvey,159,3989,1232,87,0,['1B'],['San Diego Padres']
1984,Ted Simmons,51,1372,352,52,8,"['1B', '3B']",['Milwaukee Brewers']
1984,Terry Forster,25,80,2,4,0,['P'],['Atlanta Braves']
1984,Tim Foli,61,1163,88,122,6,"['2B', '1B', '3B', 'SS']",['New York Yankees']
1984,Tim Raines,162,4221,420,8,6,"['OF', '2B']",['Montreal Expos']
1984,Tim Wallach,161,4192,162,332,21,"['3B', 'SS']",['Montreal Expos']
1984,Toby Harrah,79,1762,52,132,6,"['OF', '2B', '3B']",['New York Yankees']
1984,Tom Burgmeier,17,69,3,3,0,['P'],['Oakland Athletics']
1984,Tom Candiotti,8,97,3,1,0,['P'],['Milwaukee Brewers']
1984,Tom Gorman,36,173,2,9,0,['P'],['New York Mets']
1984,Tom Paciorek,108,2318,596,25,6,"['OF', '1B']",['Chicago White Sox']
1984,Tom Seaver,34,710,11,40,0,['P'],['Chicago White Sox']
1984,Tommy John,32,544,15,27,0,['P'],['California Angels']
1984,Tony Armas,126,3333,329,4,9,['OF'],['Boston Red Sox']
1984,Tony Fernandez,83,1648,119,195,9,"['3B', 'SS']",['Toronto Blue Jays']
1984,Tony Gwynn,156,4015,345,11,4,['OF'],['San Diego Padres']
1984,Tony Pena,146,3810,895,95,9,['C'],['Pittsburgh Pirates']
1984,Tony Perez,31,645,186,12,2,['1B'],['Cincinnati Reds']
1984,Tony Phillips,183,3495,255,391,28,"['OF', '2B', 'SS']",['Oakland Athletics']
1984,Tug McGraw,25,114,2,6,1,['P'],['Philadelphia Phillies']
1984,Wade Boggs,156,4084,141,330,20,['3B'],['Boston Red Sox']
1984,Willie McGee,141,3621,374,10,6,['OF'],['St. Louis Cardinals']
1984,Willie Randolph,142,3746,334,419,13,['2B'],['New York Yankees']
1984,Willie Wilson,128,3387,383,6,4,['OF'],['Kansas City Royals']
1985,Al Oliver,18,378,16,2,2,"['OF', '1B']","['Los Angeles Dodgers', 'Toronto Blue Jays']"
1985,Alan Ashby,60,1414,312,37,8,['C'],['Houston Astros']
1985,Alan Trammell,149,3980,225,400,15,['SS'],['Detroit Tigers']
1985,Alfredo Griffin,162,4129,278,440,30,['SS'],['Oakland Athletics']
1985,Andre Dawson,131,3363,248,9,7,['OF'],['Montreal Expos']
1985,Andres Galarraga,23,498,173,22,1,['1B'],['Montreal Expos']
1985,Ben Oglivie,91,2324,190,4,7,['OF'],['Milwaukee Brewers']
1985,Bert Blyleven,37,881,17,32,0,['P'],"['Minnesota Twins', 'Cleveland Indians']"
1985,Bill Buckner,162,4321,1384,184,12,['1B'],['Boston Red Sox']
1985,Bill Russell,57,1089,60,82,10,"['OF', '2B', '3B', 'SS']",['Los Angeles Dodgers']
1985,Bill Swift,23,362,10,18,1,['P'],['Seattle Mariners']
1985,Bob Boone,147,3646,670,71,10,['C'],['California Angels']
1985,Bob Forsch,34,408,12,20,1,['P'],['St. Louis Cardinals']
1985,Bob Gibson,41,277,8,10,0,['P'],['Milwaukee Brewers']
1985,Bob Jones,34,525,44,0,0,"['OF', '1B']",['Texas Rangers']
1985,Bob McClure,38,257,3,11,0,['P'],['Milwaukee Brewers']
1985,Bob Welch,23,502,15,27,3,['P'],['Los Angeles Dodgers']
1985,Bobby Grich,147,3507,331,408,3,"['2B', '1B', '3B']",['California Angels']
1985,Bret Saberhagen,32,706,22,38,2,['P'],['Kansas City Royals']
1985,Brett Butler,150,3799,437,19,1,['OF'],['Cleveland Indians']
1985,Brian Giles,33,526,48,58,2,"['2B', 'SS']",['Milwaukee Brewers']
1985,Buck Martinez,42,810,155,16,2,['C'],['Toronto Blue Jays']
1985,Buddy Bell,150,3889,124,297,25,['3B'],"['Cincinnati Reds', 'Texas Rangers']"
1985,Cal Ripken,161,4282,286,474,26,['SS'],['Baltimore Orioles']
1985,Carlton Fisk,130,3205,801,60,10,['C'],['Chicago White Sox']
1985,Cecil Cooper,123,3261,1087,94,17,['1B'],['Milwaukee Brewers']
1985,Cesar Cedeno,112,1909,351,14,3,"['OF', '1B']","['St. Louis Cardinals', 'Cincinnati Reds']"
1985,Charlie Hough,34,751,18,35,2,['P'],['Texas Rangers']
1985,Chet Lemon,144,3817,411,6,4,['OF'],['Detroit Tigers']
1985,Chris Chambliss,39,814,299,25,1,['1B'],['Atlanta Braves']
1985,Chris Speier,102,1526,87,177,11,"['2B', '3B', 'SS']",['Chicago Cubs']
1985,Claudell Washington,99,2459,122,3,5,['OF'],['Atlanta Braves']
